class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Nothing,-0.000437796,0.255175322,0.032356933,1,-0.000170349,0.245013177,0.013233469,1,-0.00176329,0.245007828,0.013064275,0.245261058,-0.003235758,0.244924188,0.012720042,1,0.005130229,0.244813874,0.028038733,1,0.006853841,0.24431701,0.028199945,0.536552966,0.008660079,0.243881911,0.028437866,1,-0.004777087,0.250730544,-0.043013345,0.25601384,0.011490761,0.248374909,0.007602556,0.532880545,-0.004546278,0.265456468,0.015100115,0.216481775,0.000192798,0.264124334,0.035204779,0.211896718,-0.023801958,0.309501797,-0.084468491,0.97145015,0.030783122,0.30660221,0.053402927,0.960164726,-0.007613488,0.385875225,-0.101530939,0.046233758,0.064178392,0.369020253,0.107443176,0.176416785,0.010720893,0.412284166,-0.115086243,0.035557862,0.060302697,0.378759325,0.184330985,0.075720467,0.016078301,0.415318906,-0.134951115,0.035742041,0.061101403,0.381502956,0.205840275,0.078419834,0.017505545,0.41333279,-0.124214597,0.035710204,0.058541793,0.380315453,0.191633165,0.07802549,0.017071983,0.414046824,-0.120046146,0.024659194,0.057336871,0.38009569,0.18118006,0.087923005,0.001883075,0.510470033,-0.050601881,0.986279964,0.028463429,0.509586215,0.05081952,0.954160392,0.030931588,0.64068222,-0.031127485,0.653424144,0.039690018,0.640299678,0.060986795,0.299372464,0.049386431,0.775578618,0.012151716,0.604694963,0.055941973,0.762857795,0.170502529,0.32022053,0.056950632,0.794663846,0.022845179,0.427940935,0.063462786,0.786139309,0.176884472,0.590628445,0.033385359,0.818236589,-0.002334396,0.291685641,0.032077737,0.787978768,0.155389041,0.222812757
Nothing,-0.014212816,0.323424935,-0.165048435,1,-0.013772556,0.314629585,-0.182031974,1,-0.013681574,0.314349681,-0.182302624,0.044595018,-0.013496131,0.313994944,-0.18272005,1,-0.012726162,0.314409196,-0.164720014,1,-0.012245958,0.313846737,-0.164496258,0.05902091,-0.011658916,0.313319772,-0.164121181,1,-0.011876509,0.315635979,-0.210415706,0.08528804,-0.008939534,0.314271212,-0.128678665,0.067157038,-0.013618397,0.331191599,-0.169435531,0.07012476,-0.013002412,0.330230415,-0.146121264,0.039303694,-0.013350227,0.3547225,-0.217490226,0.996049941,0.0110625,0.354679555,-0.031170534,0.986252367,0.011585099,0.425452322,-0.180530623,0.328694969,0.034652736,0.417858362,0.015011753,0.214451313,0.020380728,0.466032505,-0.176207036,0.100686297,0.023469819,0.459550858,-0.01286705,0.056701973,0.022221804,0.47344774,-0.197545394,0.081687748,0.021793175,0.472023457,-0.010271126,0.052306596,0.020978866,0.470374793,-0.189662054,0.083416559,0.019621296,0.472818971,-0.03741584,0.060582209,0.021408226,0.46961543,-0.17256622,0.066175804,0.019413529,0.468972862,-0.023555607,0.069061577,0.003311565,0.526291013,-0.065007575,0.989630282,0.01777805,0.527581871,0.065558419,0.961538494,0.029967699,0.66023761,-0.040417455,0.897284508,0.03876413,0.654736876,0.099424131,0.546590328,0.049494077,0.773012817,0.031457976,0.895667791,0.062786922,0.765683711,0.180081829,0.596543074,0.057740133,0.788511038,0.035528056,0.79578948,0.073574051,0.786444426,0.185601622,0.82387495,0.035003241,0.819175124,-0.013364094,0.714599133,0.035235945,0.798990965,0.153737247,0.528841436
Nothing,-0.047695484,0.390652001,-0.431903869,0.141333014,-0.043836467,0.379363745,-0.445519239,0.002912553,-0.042089753,0.3781192,-0.445958912,0.999567807,-0.040257644,0.376766771,-0.446697116,1,-0.047848772,0.381055176,-0.432963699,1.25E-09,-0.049167629,0.380730271,-0.432585567,0.994086146,-0.05039598,0.38058883,-0.432175547,4.17E-13,-0.035586182,0.372805029,-0.421248138,0.999839664,-0.0498082,0.377332956,-0.359129399,0.984666705,-0.04460571,0.394603014,-0.413780391,0.988462985,-0.049378205,0.395462871,-0.396609038,0.871040583,-0.023479758,0.404522747,-0.347999752,0.995835185,-0.053487528,0.406164378,-0.219734296,0.707016826,-0.011251393,0.478572547,-0.305168748,0.979163826,-0.034191981,0.464347064,-0.119504891,0.306585401,-0.030376544,0.487816095,-0.292885274,0.611544311,-0.019538224,0.467768937,-0.109963231,0.242874175,-0.03511674,0.494628638,-0.300259978,0.3859846,-0.0135143,0.476957142,-0.099805541,0.342860848,-0.034803826,0.483505815,-0.297007412,0.427821249,-0.014486129,0.469306916,-0.12159308,0.381573141,-0.03471921,0.480743974,-0.288466454,0.365667731,-0.016323,0.463676959,-0.11547938,0.416068971,-0.015989814,0.540654302,-0.058425214,0.99963522,-0.033703644,0.54875344,0.059565384,0.987537861,0.015333583,0.668114662,-0.041655656,0.999187291,0.004298164,0.66378814,0.091314778,0.973771274,0.045142431,0.771120489,0.032513756,0.994034946,0.041961432,0.75673914,0.1994569,0.942818403,0.049994979,0.782477856,0.036216997,0.804944336,0.052977081,0.772361398,0.208258435,0.930368602,0.037965696,0.822130322,-0.055892821,0.9694103,0.028656859,0.791265011,0.141348869,0.927226901
Nothing,0.381765097,0.241544574,-0.079062134,1,0.392584324,0.250832736,-0.083797537,1,0.393695086,0.256170064,-0.083733536,1,0.394819051,0.261734962,-0.08385849,1,0.389650911,0.238803387,-0.061376337,1,0.388917148,0.235666335,-0.061339226,1,0.387989879,0.232594401,-0.061446276,1,0.394424528,0.281844348,-0.075959995,1,0.386439025,0.243866622,0.027795101,1,0.376021266,0.259462833,-0.075298198,0.999999881,0.373143315,0.244716421,-0.044731379,0.999999642,0.367465705,0.325428307,-0.073669754,0.999981284,0.351255327,0.250898719,0.088019088,0.999796808,0.454269558,0.268644899,-0.026104543,0.94640547,0.406689435,0.183697984,0.144146308,0.723888874,0.443685263,0.23628369,0.14434208,0.06886363,0.429064155,0.200084209,0.168980077,0.259880334,0.441163898,0.222885996,0.153751031,0.029368799,0.436068952,0.206237882,0.168811232,0.188206017,0.434431016,0.23161152,0.158861563,0.033455756,0.4320544,0.211889744,0.170266002,0.197656512,0.434867322,0.238810733,0.148883328,0.038252577,0.428259879,0.213713229,0.167131424,0.220096022,0.226030678,0.329450816,-0.064535283,0.999208152,0.223915443,0.276553541,0.064636178,0.999002397,0.124312922,0.316013783,-0.067950651,0.802414179,0.131006077,0.279638737,0.066246331,0.458913088,0.027823525,0.333579183,-0.006356938,0.773835719,0.038004193,0.278466344,0.120363019,0.417064488,0.017139478,0.348756492,-0.002384902,0.680047452,0.025278611,0.285636097,0.121268801,0.393726736,-0.007715419,0.297352403,-0.079168096,0.581647456,0.007428035,0.255426884,0.05245357,0.462178171
Nothing,0.38450703,0.230052575,-0.00603101,1,0.393397659,0.237268746,-0.024216168,1,0.394396216,0.240329087,-0.024216037,0.999999523,0.395431072,0.244003668,-0.024302226,1,0.391315103,0.234246746,0.00111946,1,0.390989602,0.235111669,0.00125214,0.999998808,0.390516758,0.236023113,0.001253659,1,0.39552483,0.263346791,-0.062707908,0.999999881,0.390063614,0.253117383,0.053804852,0.999999404,0.379082888,0.243198588,-0.018120538,0.99996984,0.377003282,0.239486098,0.015464849,0.999947309,0.368272603,0.304013431,-0.090226606,0.999856472,0.354909986,0.266046345,0.120258838,0.999097347,0.419727504,0.249862701,-0.075026877,0.989339888,0.390992701,0.223106176,0.240178332,0.435159236,0.413332939,0.221146554,0.074433431,0.538053691,0.40776518,0.204482034,0.346240938,0.183963448,0.413534969,0.211424619,0.082293496,0.368445277,0.41384986,0.201452777,0.357085973,0.185289517,0.409676701,0.220002994,0.084140912,0.350029558,0.409863919,0.206445351,0.350602657,0.187642828,0.40829131,0.225331172,0.077470891,0.333043903,0.407414794,0.208386645,0.342517048,0.203642577,0.238022462,0.312010109,-0.071697585,0.999984264,0.234297186,0.281858474,0.071806006,0.999976516,0.132042304,0.293627501,-0.085767813,0.993397713,0.133881554,0.278240174,0.035423383,0.654267192,0.027451672,0.293929607,-0.097503737,0.98625803,0.033737972,0.278790563,0.026931209,0.620060444,0.013375641,0.308095247,-0.099514052,0.962849081,0.019163204,0.29074192,0.022309093,0.676193774,-0.014233424,0.254954904,-0.149243459,0.967835546,-0.001256387,0.251671791,-0.034074545,0.696053743
Nothing,0.380085081,0.232424363,-0.094142936,1,0.389051616,0.238862589,-0.106085181,1,0.38995263,0.241493031,-0.106023245,0.999999046,0.390864819,0.247122586,-0.106069759,1,0.386716634,0.236408859,-0.083921909,1,0.386141032,0.236055106,-0.083863378,0.999997735,0.385378271,0.235518664,-0.083940633,1,0.390156746,0.26679489,-0.111660093,0.999999046,0.383765578,0.250158787,-0.009123477,0.999999523,0.374578863,0.24517791,-0.093784317,0.999984264,0.372207373,0.241578758,-0.063564084,0.999973536,0.362922758,0.306447089,-0.10524942,0.999843001,0.350724697,0.260822177,0.06289278,0.999827862,0.434302747,0.253678232,-0.08863534,0.892593682,0.403121412,0.176145718,0.108925723,0.841195524,0.422021538,0.228640288,0.066604607,0.0755293,0.416294605,0.200206712,0.110562481,0.601770461,0.424904704,0.220513254,0.071063772,0.029059239,0.419399709,0.201206401,0.106234983,0.446474999,0.413024127,0.23357521,0.075839527,0.031043055,0.411183923,0.208004534,0.104168572,0.452212542,0.412967354,0.24097997,0.070433095,0.031597733,0.407934338,0.208331853,0.107412204,0.450106025,0.230087265,0.313690424,-0.058731396,0.999748886,0.22925511,0.282200724,0.058755331,0.999855995,0.126858249,0.280214906,-0.065421432,0.819758534,0.131631285,0.273425162,0.038515672,0.630912602,0.023065949,0.274086207,-0.028877301,0.792603374,0.033881798,0.256219417,0.07284829,0.628210127,0.010286727,0.28267917,-0.025469717,0.580961347,0.020508954,0.262201011,0.072542056,0.521810293,-0.01190907,0.241372198,-0.104562834,0.603779912,0.002003366,0.23217988,0.008376913,0.6036762
Nothing,0.381310791,0.239780292,-0.090442255,1,0.390099615,0.248105854,-0.099202372,1,0.390695781,0.251549721,-0.099132918,0.999999762,0.391277641,0.255885541,-0.099207737,1,0.388235509,0.241953298,-0.077409774,1,0.387670487,0.240714997,-0.077360339,0.999999523,0.386945099,0.239477873,-0.077417538,1,0.388323158,0.272081077,-0.102945924,0.999999762,0.383245021,0.250795126,-0.003750589,0.999999762,0.373815894,0.250731587,-0.089511856,0.999993205,0.372050703,0.243607387,-0.060322639,0.99998939,0.357989728,0.298508853,-0.112050042,0.999947071,0.347252488,0.258064508,0.071262829,0.999928117,0.433379322,0.236076683,-0.097227298,0.737317026,0.404405057,0.168155089,0.103744633,0.431748122,0.434240162,0.234844804,0.047155611,0.043422915,0.429926991,0.206684023,0.080401331,0.161967769,0.438131243,0.233080283,0.046825413,0.025020709,0.437796772,0.217567921,0.077179715,0.113492578,0.430751354,0.246289432,0.049646616,0.027586158,0.43427971,0.226467639,0.078435339,0.118509918,0.428034693,0.250820279,0.049331877,0.026577195,0.42920503,0.222975537,0.078214414,0.12189772,0.22917071,0.307079554,-0.061994441,0.999632955,0.227036133,0.277026296,0.062000416,0.999846697,0.126587361,0.279084295,-0.061845466,0.750403941,0.128755644,0.274082601,0.045031898,0.342069209,0.023468591,0.270752162,-0.021812731,0.781283796,0.032899402,0.265988648,0.076264761,0.508172691,0.011784584,0.280439019,-0.01977315,0.607685208,0.019911151,0.275546163,0.076030895,0.4708547,-0.008040311,0.231745631,-0.088191777,0.570280552,0.003304177,0.234013423,0.0211918,0.508081794
Nothing,0.38752526,0.242191762,-0.082841903,1,0.396563798,0.249521106,-0.090586148,1,0.397209346,0.253004789,-0.090491571,0.999999642,0.397849292,0.256868482,-0.090544373,1,0.394999176,0.24278149,-0.071970224,1,0.394731849,0.241410911,-0.071928695,0.999999285,0.394317269,0.240048185,-0.072006173,1,0.396693677,0.273758441,-0.092311688,0.999999762,0.392739654,0.251357675,-0.011312412,0.999999762,0.381469101,0.254937172,-0.080913827,0.999991775,0.37995401,0.24722375,-0.055562038,0.999987006,0.36857605,0.312333405,-0.092201211,0.999905705,0.36235863,0.252371699,0.043366857,0.999879122,0.436785668,0.276218772,-0.065027207,0.783479214,0.414004773,0.185399845,0.067837313,0.766317904,0.435295761,0.247398436,0.051883869,0.084903471,0.427138239,0.209421337,0.084988728,0.280249715,0.436702281,0.239274144,0.050990224,0.043846939,0.432307929,0.214310274,0.083595082,0.194283158,0.429475516,0.245764747,0.054428026,0.04845304,0.426986337,0.221300647,0.082268402,0.199762955,0.428338945,0.251723111,0.053349394,0.04947421,0.423482001,0.221177608,0.082103729,0.212519005,0.240278751,0.321504474,-0.048938625,0.999544442,0.240274161,0.276777059,0.049094263,0.999600828,0.139578313,0.292838871,-0.05653492,0.791249931,0.139536813,0.279665351,0.016311614,0.613776088,0.036819741,0.285777539,-0.027952913,0.822524786,0.041539811,0.279912382,0.031988446,0.628127158,0.025642958,0.298818201,-0.02711883,0.642725408,0.029838456,0.287668824,0.030375617,0.47042352,0.001517324,0.250680596,-0.089653216,0.713814497,0.008393059,0.259180218,-0.028188467,0.643571615
Nothing,0.385527134,0.242103517,-0.104122587,1,0.395024151,0.250144511,-0.111093156,1,0.395928055,0.254147261,-0.110988244,1,0.396837443,0.258451402,-0.111029215,1,0.392381191,0.241863787,-0.091955215,1,0.391697496,0.239926204,-0.09194956,0.999999881,0.39089185,0.237963617,-0.092091575,1,0.39481926,0.278974921,-0.099490829,1,0.389118612,0.250293046,-0.00969335,1,0.378696948,0.257642776,-0.09786772,0.999997854,0.376342088,0.247726321,-0.071200773,0.999995351,0.368355244,0.329041332,-0.080687501,0.999789894,0.358327508,0.252157211,0.043997526,0.999751151,0.439858377,0.292585522,-0.017407443,0.681183815,0.410027295,0.171736121,0.072656363,0.91893065,0.431961656,0.26708889,0.143841699,0.014331601,0.423719466,0.201401427,0.061909992,0.693122566,0.431230158,0.257411987,0.153201669,0.005928902,0.42736128,0.206567898,0.053856101,0.533953369,0.423671991,0.266283751,0.152403325,0.00648977,0.422966301,0.218690097,0.060002133,0.542177618,0.423878044,0.273408622,0.144552842,0.008109943,0.41967091,0.218691543,0.061442599,0.561591804,0.236250222,0.324956357,-0.04668922,0.999609649,0.232744142,0.276539892,0.04684658,0.999668241,0.136490643,0.297055185,-0.052359387,0.839349866,0.1376542,0.276487738,0.029525166,0.724057794,0.035483718,0.298165232,-0.025061417,0.772464991,0.041221831,0.273875326,0.075188883,0.648891091,0.024249826,0.308972299,-0.023404302,0.562833071,0.029007575,0.281335533,0.075289436,0.559004605,0.000935258,0.265365392,-0.086533904,0.611559153,0.007031799,0.25139156,0.001496387,0.661355734
Nothing,0.379828155,0.240336642,-0.095174633,1,0.389324695,0.249747038,-0.096881494,1,0.39020443,0.253241509,-0.0968045,0.999999762,0.391082317,0.256482095,-0.096897855,1,0.387045592,0.23831813,-0.080101103,1,0.38652879,0.236099079,-0.080141872,0.999999046,0.385856241,0.234297872,-0.080296434,1,0.390308231,0.27720505,-0.106943481,0.999999762,0.384846479,0.250115603,0.006669241,0.999999762,0.374001205,0.255268753,-0.087046877,0.999993563,0.371857166,0.244135544,-0.069024347,0.999983191,0.362886071,0.326309681,-0.107499003,0.999971986,0.352016419,0.259364277,0.052178599,0.999947548,0.439405143,0.262306571,-0.088452712,0.832425952,0.400680035,0.168888733,0.109138004,0.516473711,0.429075658,0.236501589,0.058128394,0.046774983,0.418662846,0.198502392,0.091890462,0.196536824,0.427895516,0.234002188,0.061341658,0.022366406,0.423843443,0.205299273,0.085731007,0.137041554,0.420784146,0.245035782,0.062476289,0.023744246,0.419743836,0.21577552,0.086054832,0.144743636,0.42086789,0.254329115,0.060050223,0.022726525,0.416156441,0.218566969,0.088874452,0.140169382,0.228122622,0.32272625,-0.056121122,0.999764264,0.226274163,0.279567152,0.056345236,0.999862671,0.129971206,0.297248125,-0.055281036,0.689689398,0.133668855,0.274697006,0.044549979,0.287739813,0.03104719,0.30310452,-0.025938503,0.666522324,0.038077686,0.272698194,0.075435966,0.301574826,0.016799338,0.315262914,-0.024644848,0.473100483,0.024358431,0.28291589,0.074233934,0.310019314,-0.000723595,0.268449992,-0.086397752,0.407209635,0.006806045,0.241738185,0.01704468,0.294280648
Nothing,0.374546409,0.240312725,-0.115040503,1,0.384122699,0.249479115,-0.117874399,1,0.384877533,0.253249168,-0.117725566,1,0.385615468,0.257404834,-0.117702797,1,0.382093072,0.23764877,-0.100899309,1,0.381602228,0.234773993,-0.100859553,0.999999881,0.380951196,0.232035324,-0.100926794,1,0.38404718,0.276946396,-0.10041029,0.999999881,0.378648341,0.243300065,-0.018182637,1,0.36849317,0.255194873,-0.106052093,0.999998927,0.366418958,0.242597431,-0.083058052,0.999998569,0.354379177,0.32147342,-0.095336534,0.999966621,0.34703064,0.25073716,0.044945788,0.999976754,0.433000475,0.271381348,-0.075283639,0.793058574,0.40385142,0.154709607,0.044739377,0.924732685,0.428096414,0.235391349,0.038602974,0.106369458,0.421125948,0.19151324,0.003411103,0.506114542,0.427523822,0.233387321,0.034855057,0.04798938,0.426454484,0.200826228,-0.004752082,0.28263402,0.420476079,0.241926372,0.042436715,0.053546514,0.420395702,0.209721506,4.61E-05,0.282605946,0.420020521,0.252903968,0.041459493,0.052284762,0.417818129,0.209180921,0.001644358,0.293810457,0.224329844,0.317702055,-0.046953794,0.999441206,0.225450575,0.275177717,0.047135044,0.99974829,0.130417615,0.289126515,-0.0401772,0.645970464,0.133094206,0.273253083,0.044177629,0.516442895,0.036563125,0.298054546,0.014203069,0.719136357,0.042840827,0.273634464,0.075446248,0.607542336,0.025114389,0.309269637,0.016934933,0.578373432,0.031175984,0.28117004,0.075479887,0.523249686,0.006030419,0.265607983,-0.046625387,0.573743463,0.014034154,0.247257322,0.016805591,0.577596009
Nothing,0.379502743,0.253779173,-0.122821316,1,0.388334602,0.260369211,-0.125052154,1,0.389079094,0.26425159,-0.124954507,0.999991894,0.389807582,0.26836431,-0.124911517,1,0.386497051,0.251261085,-0.11327073,1,0.38611868,0.248772085,-0.113227874,0.999986768,0.385583788,0.246345326,-0.113325879,1,0.388394237,0.282883435,-0.101035543,0.999990225,0.383095384,0.253862232,-0.047807872,0.999993563,0.373766243,0.266755432,-0.11283689,0.99991715,0.37183556,0.255465239,-0.096493378,0.999904037,0.359146863,0.316669196,-0.094649151,0.999557555,0.352747172,0.254266053,-0.003465055,0.99961853,0.424539685,0.272663325,-0.085866936,0.697522461,0.417939186,0.158699453,-0.029803349,0.976280451,0.420489162,0.230973363,-0.021825025,0.252421409,0.425275058,0.19871971,-0.064374678,0.763628542,0.4211362,0.226723224,-0.0339958,0.127529919,0.428794384,0.206383795,-0.07779754,0.483659744,0.415439636,0.239127159,-0.028301267,0.132715434,0.422474772,0.214449599,-0.074190259,0.469356179,0.414447218,0.24865827,-0.020719076,0.130515575,0.41979754,0.212874457,-0.066801347,0.501570702,0.231671467,0.313782185,-0.025711404,0.999850631,0.232162714,0.274947375,0.025905183,0.999784648,0.137875468,0.286545038,-0.021793129,0.741714895,0.140001774,0.271944463,0.029255453,0.678679109,0.045463543,0.284481764,0.033888858,0.719797611,0.051579572,0.274060071,0.079812743,0.665050805,0.034471449,0.291426986,0.03635975,0.5657956,0.040529571,0.279061735,0.081560895,0.612092197,0.014440855,0.260185033,-0.034711465,0.530515432,0.021279374,0.256535858,0.01660753,0.589301586
Nothing,0.377595931,0.249842972,-0.107335433,1,0.386605084,0.257430315,-0.113069527,1,0.387283772,0.261372954,-0.113007948,1,0.387955457,0.265547574,-0.113068424,1,0.385073274,0.248824671,-0.095296063,1,0.384916097,0.246664599,-0.095234305,0.999999881,0.384591699,0.244548663,-0.095290929,1,0.388328075,0.28168425,-0.101009995,1,0.38202849,0.253878891,-0.031757504,1,0.373283923,0.26252532,-0.103150845,0.999999285,0.371740043,0.251996487,-0.0799243,0.999998808,0.357092172,0.320745021,-0.090288945,0.999975801,0.349258512,0.254354835,0.04173474,0.999969244,0.42949158,0.291417778,-0.073673703,0.922846556,0.410142004,0.158790946,0.058196355,0.953022301,0.42455864,0.260717332,0.011324866,0.121035255,0.422379106,0.194646806,0.031497199,0.749529898,0.42263791,0.250366926,0.018932963,0.052776061,0.426291883,0.201133862,0.024627281,0.565419674,0.415693462,0.257941425,0.024677726,0.058477182,0.420049131,0.211745545,0.027499698,0.57056129,0.416321397,0.265491098,0.013129481,0.059489287,0.416714191,0.211450547,0.029460298,0.586897969,0.229627177,0.316354245,-0.043548327,0.999573767,0.230866507,0.275259763,0.043612454,0.999788463,0.133919552,0.286523849,-0.039093979,0.888225436,0.135306373,0.270459831,0.040448971,0.698543847,0.041994579,0.284900993,0.008673443,0.883071065,0.046937905,0.265821904,0.087918945,0.734114289,0.031287637,0.295441419,0.011279998,0.772607386,0.035470329,0.272514403,0.088430092,0.653554857,0.011583968,0.250603616,-0.053432595,0.733263969,0.018464852,0.237615094,0.025669044,0.687107146
Nothing,0.366396338,0.250329554,-0.050167024,1,0.374248207,0.257816136,-0.056643508,1,0.374845207,0.261636138,-0.056639168,0.999991775,0.375448287,0.26562947,-0.056685928,1,0.372667372,0.250471979,-0.037278831,1,0.372331113,0.248714387,-0.037210222,0.999984622,0.371857166,0.246953636,-0.037318956,1,0.372947127,0.280969083,-0.061901178,0.999984026,0.368394285,0.256326705,0.023927636,0.99998033,0.360046357,0.262299389,-0.051615812,0.999885559,0.35842219,0.252203524,-0.025935985,0.999799788,0.343650371,0.309852809,-0.096852913,0.999507904,0.338968575,0.265792161,0.083737426,0.998598635,0.385971844,0.275451839,-0.157111213,0.861343324,0.384399861,0.237601191,0.1435242,0.185254991,0.405855089,0.24449791,-0.151762262,0.549284756,0.400869071,0.217551172,0.166610762,0.237904176,0.405470163,0.235293552,-0.166637719,0.471933961,0.407737434,0.2153299,0.164826527,0.256524861,0.4016684,0.241624162,-0.161672279,0.466661841,0.405465543,0.220045418,0.155774131,0.257430285,0.400124162,0.250725955,-0.15041177,0.437591761,0.402065217,0.222648025,0.160658896,0.269919485,0.224156275,0.310139775,-0.055853024,0.999767363,0.225151777,0.275845557,0.055910595,0.999637961,0.131775156,0.29108721,-0.063179076,0.887678504,0.13317135,0.2705746,0.036929812,0.299161196,0.039131913,0.281203717,-0.036801603,0.839335918,0.046914373,0.264303118,0.05544395,0.299595147,0.02686391,0.290347755,-0.035800945,0.761059463,0.033641778,0.270920366,0.053921089,0.345902264,0.008419812,0.247504711,-0.10265471,0.693539143,0.018178079,0.238226891,-0.003806528,0.320727199
Nothing,0.377698749,0.237695023,-0.050505243,1,0.386989176,0.244661719,-0.065387212,1,0.387831092,0.248220742,-0.065337256,0.999994278,0.388684273,0.251924843,-0.065431185,1,0.385460675,0.239875764,-0.04187255,1,0.385252833,0.239428252,-0.0418058,0.99998796,0.384936184,0.238941222,-0.04178549,1,0.38738063,0.270712256,-0.087557502,0.999996185,0.383297086,0.254441351,0.017005434,0.999995947,0.371498615,0.251186877,-0.057998877,0.999899387,0.369791955,0.244219661,-0.026543448,0.999717176,0.35344547,0.302814543,-0.13691251,0.999944091,0.347600341,0.276005566,0.084579341,0.999730766,0.382013708,0.268012583,-0.253832549,0.928547204,0.356492788,0.253201962,0.193081871,0.056266014,0.396504462,0.232042372,-0.291542023,0.527673781,0.377839386,0.217526495,0.271505088,0.161585018,0.401664913,0.222669542,-0.310500294,0.394040108,0.385329843,0.211965606,0.284943402,0.225173548,0.399318159,0.221963555,-0.301710814,0.383812934,0.384894729,0.21337232,0.274673194,0.227709934,0.396021813,0.227854103,-0.290582299,0.35279426,0.38139993,0.217658877,0.268254727,0.217788696,0.22048454,0.299205363,-0.072882809,0.999981403,0.224256366,0.280108303,0.073012143,0.999960184,0.123835683,0.276686251,-0.069091365,0.961377919,0.126551211,0.276180565,0.061420795,0.149485916,0.033867676,0.27186349,-0.063144237,0.898929536,0.04159404,0.270364225,0.085933834,0.116291158,0.023244129,0.277572304,-0.064558573,0.888267398,0.0300005,0.279835373,0.08408799,0.249643862,0.00472532,0.219053194,-0.114132002,0.765153885,0.013752311,0.233540908,0.039025906,0.169243231
Nothing,0.373185009,0.239511982,-0.069456838,1,0.381946504,0.249275863,-0.077508919,1,0.38270089,0.253616154,-0.077458851,1,0.383451462,0.258170038,-0.077525042,1,0.380046099,0.241241142,-0.054421656,1,0.379583567,0.239733964,-0.054337788,1,0.378984332,0.238251805,-0.054333661,1,0.381468624,0.27725926,-0.08916118,1,0.376590371,0.252844274,0.016948553,1,0.367008656,0.254024118,-0.069280528,0.999999523,0.365061671,0.244127125,-0.038352121,0.999999046,0.350307822,0.305969536,-0.118715264,0.999993205,0.341483623,0.266237319,0.090402439,0.999984145,0.401227802,0.249285147,-0.132770821,0.973261356,0.380311906,0.207275212,0.146218494,0.466368169,0.410782367,0.215493813,-0.035846632,0.505121291,0.402236491,0.203352466,0.136285335,0.277906001,0.41380021,0.207264677,-0.041418791,0.320090145,0.408858597,0.204743057,0.1342742,0.224100858,0.410340428,0.212265477,-0.039519463,0.324074209,0.406422257,0.209432021,0.131586224,0.235516563,0.407992691,0.218634859,-0.034441017,0.309133887,0.40276891,0.211150512,0.132962242,0.242240995,0.221188873,0.303283155,-0.069780163,0.999844551,0.220998928,0.276034385,0.069927126,0.999931574,0.123834983,0.279646337,-0.061103467,0.923270345,0.126180381,0.270559192,0.057633512,0.414168268,0.031373646,0.273026794,-0.036368929,0.895598888,0.039015807,0.265715748,0.080132671,0.454075843,0.019457106,0.281301171,-0.036175922,0.8135764,0.026812119,0.276121706,0.07870014,0.434821665,0.003924556,0.227447063,-0.090656117,0.768043876,0.013210675,0.229143366,0.030636931,0.477893025
Nothing,0.372873694,0.250217825,-0.064985022,1,0.381597787,0.255499423,-0.073687986,1,0.382439107,0.259214014,-0.073661357,0.999964833,0.383277774,0.263105929,-0.073722474,1,0.379652947,0.247907028,-0.055785216,1,0.379200161,0.24579069,-0.055723216,0.9999578,0.378635079,0.243714675,-0.055786725,1,0.381981164,0.27674666,-0.080059282,0.99995625,0.376475245,0.251650721,0.005993776,0.999961853,0.367547363,0.262118459,-0.063840501,0.999738514,0.365320116,0.252166897,-0.039686397,0.999553382,0.351714164,0.302243531,-0.114808127,0.999457419,0.346903503,0.268557578,0.07203339,0.999123514,0.388597518,0.260572314,-0.190924749,0.831342041,0.374821246,0.238694564,0.130768225,0.201697528,0.397482216,0.22055608,-0.200299442,0.537832022,0.397081077,0.210183933,0.154491559,0.327310205,0.400242686,0.210754141,-0.219115958,0.414752334,0.403697968,0.204401672,0.155683264,0.371334612,0.398677409,0.213728651,-0.212104365,0.421574861,0.402015805,0.208696023,0.143170401,0.373543024,0.396463752,0.219305694,-0.198645458,0.411981374,0.398688793,0.212389037,0.147821382,0.390955359,0.230051935,0.30144462,-0.062607117,0.999475062,0.233168215,0.279352278,0.062736824,0.999419093,0.138707712,0.271066129,-0.062943056,0.862040818,0.140924305,0.271771789,0.047160394,0.253352553,0.045271412,0.266541988,-0.045665096,0.814089537,0.053247914,0.269463062,0.060998753,0.284441143,0.034066819,0.27708298,-0.045522738,0.773567498,0.041841887,0.277130753,0.058009062,0.310765177,0.014703372,0.22650744,-0.096329086,0.705042243,0.025229257,0.243928924,0.006861074,0.347694367
